Type,ID,Name,Address,ReviewNum,LN(ReviewNum),Level,FlavorScore,EnvironmentScore,ServiceScore,5StarReviewNum,ApplauseRate,High-qualityMerchant,District,Area,PopularArea,PictureNum,ParkingNum,ParkingInfo,GroupPurchase,Promotion,AdvanceReservation,TakeOut,PerConsumption,BusinessDay,LN(BusinessDay),Label and Num,FunctionLabelScore,FlavorLabelScore,EnvironmentLabelScore,DishesLabelScore,ServiceLabelScore,Cost-effectiveLabelScore
粥粉面,19613560,棒子桂林米粉(淘金北路店),淘金北路19号铺(近工商银行),79,4.369447852,3.5,7.2,6.8,6.9,17,21.52,0,越秀区,环市东,0,16,1,1,0,0,0,1,11,2403,7.784473236,味道赞（13）干净卫生（10）回头客（5）价格实惠（3）午餐（5）分量少（4）,0.25,0.325,0.25,0,0,0.175
粥粉面,15299906,潮兴砂锅粥,西槎路汇美西苑259号(工商银行旁边),23,3.135494216,3.5,7.1,7,7.2,9,39.13,1,白云区,同德围,0,5,1,1,1,0,0,1,48,1052,6.958448393,性价比高（5）味道赞（4）深夜食堂（4）,0.307692308,0.307692308,0,0,0,0.384615385
粥粉面,521551,明记牛腩粉,中山三路东昌大街2号(近中华广场),289,5.666426688,3,6.2,5.7,5.6,11,6.43,0,越秀区,中山二三路/东山口,1,68,10,1,0,0,0,1,19,2921,7.979681302,味道赞（45）回头客（15）干净卫生（10）主食赞（4）点心好（3）老字号（23）价格高（20）午餐（14）分量少（11）可DIY（11）,0.256410256,0.333333333,0.211538462,0,0,0.198717949
粥粉面,519917,味然香(建设五马路店),建设五马路世界公寓旁(近宜安广场),190,5.247024072,3.5,6.8,6.2,6.2,8,8.99,0,越秀区,小北/淘金,0,31,8,1,0,0,0,1,10,2945,7.987864096,味道赞（28）牛肉赞（8）价格实惠（8）干净卫生（6）海鲜棒（5）菜品不错（4）回头客（3）分量足（3）早餐（17）午餐（15）,0.360824742,0.463917526,0.06185567,0,0,0.113402062
粥粉面,18321904,潮州砂锅粥,体育西横街60号(二天堂体育西分店),64,4.158883083,3,6.8,6.6,6.7,14,21.88,0,天河区,天河城/体育中心,1,30,0,0,0,0,0,0,70,1115,7.016609684,味道赞（4）回头客（3）价格实惠（3）花甲（10）服务差（8）分量少（6）,0.088235294,0.117647059,0,0.294117647,0.235294118,0.264705882
粥粉面,20921548,驰记面家(保利中环店),建设大马路18号保利中环购物中心保利中环广场南塔5层,167,5.117993812,3,7,7.2,6.6,42,25.15,0,越秀区,小北/淘金,0,81,3,1,0,0,0,1,23,1116,7.017506143,味道赞（20）干净卫生（11）服务热情（11）主食赞（5）性价比高（5）回头客（4）上菜快（3）午餐（19）价格适中（7）环境一般（3）,0.261363636,0.284090909,0.159090909,0,0.159090909,0.136363636
粥粉面,10001873,棒子桂林米粉(大沙地店),大沙地西162号,35,3.555348061,3.5,7.2,7.1,7.2,13,37.14,1,黄埔区,大沙地,0,11,0,0,0,0,0,1,12,1326,7.189922171,味道赞（9）干净卫生（3）,0,0.75,0.25,0,0,0
粥粉面,23246111,顺兴潮汕砂锅粥,长兴路天鹅花苑首层127号127铺,10,2.302585093,3.5,7.4,7,7.1,3,30,0,天河区,天河客运站,0,4,0,0,0,0,0,0,71,973,6.880384082,味道赞（3）,0,1,0,0,0,0
粥粉面,69214643,孖宝面店(江南大道店),江南大道中路153号首层自编之3,90,4.49980967,3,6.8,7,6.9,16,17.78,0,海珠区,江南大道,1,68,0,0,0,0,0,1,15,429,6.061456919,干净卫生（11）味道赞（7）价格实惠（4）服务热情（4）回头客（3）江南风情（20）午餐（8）老字号（6）春节（4）下午茶（3）,0.257142857,0.1,0.528571429,0,0.057142857,0.057142857
粥粉面,2596807,味然香(豪贤路店),豪贤路181号(近建设银行),40,3.688879454,3,7,6.7,6.7,4,10.81,0,越秀区,北京路,1,18,0,0,0,0,0,1,13,2591,7.859799181,味道赞（7）干净卫生（3）午餐（4）,0.285714286,0.5,0.214285714,0,0,0
粥粉面,3336775,明胜,解放北路523号(近新双利面店),50,3.912023005,3.5,7.1,6.9,6.9,5,10.42,0,越秀区,中山六路,0,26,0,0,0,0,0,1,15,2903,7.973499964,干净卫生（7）味道赞（7）价格实惠（3）午餐（5）环境一般（3）老字号（3）,0.178571429,0.25,0.464285714,0,0,0.107142857
粥粉面,66138206,襄牛坊襄阳牛肉面(车陂店),车陂路12号(肯德基),35,3.555348061,3.5,7.2,7.2,7.2,17,48.57,1,天河区,车陂/东圃,0,14,0,0,1,0,0,1,16,510,6.234410726,味道赞（13）干净卫生（3）牛肉赞（3）服务热情（3）,0,0.727272727,0.136363636,0,0.136363636,0
粥粉面,5974689,茗都酒店有米知粥,花山镇新和村村龙新路以西三东大道以北(近新和村委),59,4.077537444,3,7.1,6.9,6.8,18,30.51,0,花都区,花都区,0,15,0,0,0,0,1,0,90,2030,7.615791072,味道赞（9）分量足（4）性价比高（4）回头客（3）海鲜棒（3）服务热情（3）烤全羊（6）环境一般（3）羊肉（3）,0.078947368,0.315789474,0.078947368,0.236842105,0.078947368,0.210526316
粥粉面,57274822,肥姐潮汕砂锅粥,员村二横路程界西南社大街42号,35,3.555348061,3,6.8,6.8,6.5,5,14.29,0,天河区,天河区,0,20,0,0,0,0,0,1,63,634,6.452048954,味道赞（7）深夜食堂（8）服务差（4）菜品一般（3）花甲（3）,0.32,0.4,0,0.12,0.16,0
粥粉面,521384,新颖美食店,百灵路100号,89,4.48863637,3.5,7.8,6.8,7.3,20,24.1,0,越秀区,中山六路,0,44,5,1,0,0,0,0,11,3480,8.154787573,味道赞（13）价格实惠（10）性价比高（8）回头客（4）服务热情（4）牛肉赞（3）老字号（16）早餐（11）午餐（7）,0.289473684,0.210526316,0.210526316,0,0.052631579,0.236842105
粥粉面,50505148,明兴正宗潮州鱼蛋粉面,六榕街道中山六路315号,17,2.833213344,3.5,7.1,6.7,6.7,4,23.53,0,越秀区,中山六路,0,13,0,0,0,0,0,0,14,1043,6.949856455,煲仔饭（4）,0,0,0,1,0,0
粥粉面,90429564,多宝竹升面,龙津中路569号,17,2.833213344,3.5,7.5,7.4,7.5,10,58.82,1,荔湾区,中山七八路,0,13,0,0,0,0,0,0,9,241,5.484796933,干净卫生（4）味道赞（3）,0,0.428571429,0.571428571,0,0,0
粥粉面,3443758,兴乐美食正宗桂林人米粉,中山六路58号之一,14,2.63905733,3.5,7.3,7,7.1,5,35.71,1,越秀区,中山六路,0,3,0,0,0,0,0,1,11,2704,7.902487437,味道赞（3）,0,1,0,0,0,0
粥粉面,76988070,喜德羊遵义虾子羊肉粉,东晓南胜汇里润宝南路F103,25,3.218875825,3,6.6,6.8,6.8,3,12,0,海珠区,东晓南,0,14,0,0,1,0,0,1,63,294,5.683579767,服务热情（3）羊肉（15）味道一般（3）肉夹馍（3）,0,0.125,0,0.75,0.125,0
粥粉面,4679175,第一面,西槎路中天广场1楼,79,4.369447852,3,6.8,6.9,6.7,17,21.52,0,白云区,同德围,0,16,1,1,0,0,0,1,13,2499,7.823645931,味道赞（8）服务热情（5）性价比高（3）价格高（6）早餐（3）,0.12,0.32,0,0,0.2,0.36
粥粉面,22731842,第一面,西槎路中天广场1楼,76,4.33073334,3.5,7.1,7,6.9,15,19.74,0,越秀区,环市东,0,21,1,1,0,0,0,1,15,2713,7.905810313,干净卫生（9）味道赞（8）回头客（7）服务热情（6）肉类好（3）早餐（5）午餐（5）环境一般（4）,0.361702128,0.234042553,0.276595745,0,0.127659574,0
粥粉面,18282962,老鸭粉丝(东川路店),白云一街3号103档(省医院斜对面),41,3.713572067,3.5,7.3,6.5,7,20,48.78,1,越秀区,中山二三路/东山口,1,20,1,1,0,0,0,1,13,1264,7.142036575,味道赞（10）,0,1,0,0,0,0
粥粉面,24313162,巴适小面,东华西路25号,76,4.33073334,3,6.7,6.9,7,35,46.05,1,越秀区,中山二三路/东山口,1,25,2,1,1,0,0,1,14,882,6.782192056,服务热情（17）味道赞（16）价格实惠（5）干净卫生（3）性价比高（3）早餐（3）午餐（3）,0.12,0.32,0.06,0,0.34,0.16
粥粉面,66864908,见麵笑,马场路16号富力盈盛B座首层102商铺,46,3.828641396,3.5,7.2,7,7,13,28.26,0,天河区,兴盛路/跑马场,1,23,0,0,0,0,0,1,26,518,6.249975242,味道赞（5）服务热情（3）价格高（9）午餐（5）工作餐（3）,0.32,0.2,0,0,0.12,0.36
粥粉面,19491763,传统竹升面(东华西路店),东华西路永胜街11号首层12铺(西华美食),97,4.574710979,3.5,7.3,7.1,7.2,39,40.21,1,越秀区,中山二三路/东山口,1,18,0,0,0,0,0,1,15,1188,7.0800265,味道赞（13）干净卫生（8）性价比高（8）价格实惠（4）午餐（4）,0.108108108,0.351351351,0.216216216,0,0,0.324324324
粥粉面,69002449,柳州螺蛳粉(龙口西路店),龙口西206号,14,2.63905733,3.5,6.9,6.9,6.9,2,14.29,0,天河区,天河区,0,8,0,0,0,0,0,1,11,443,6.09356977,干净卫生（3）,0,0,1,0,0,0
粥粉面,24094816,牛三姐,新港中路456号纵横广场A109-1店,29,3.36729583,3.5,7.2,7.3,7.4,14,48.28,1,海珠区,客村/赤岗,1,8,0,0,1,0,0,1,16,825,6.715383386,味道赞（7）服务热情（6）,0,0.538461538,0,0,0.461538462,0
粥粉面,2898160,玲玲潮州生猛海鲜砂锅粥,八旗二马路9号(近江湾酒店),30,3.401197382,3.5,7.2,6.6,6.9,5,18.52,0,越秀区,沿江路/二沙岛,0,13,0,0,0,0,0,0,69,2925,7.98104976,味道一般（4）深夜食堂（3）,0.428571429,0.571428571,0,0,0,0
粥粉面,21166398,荣兴美食连锁·正宗潮州鱼旦粉,东川路中山三路交叉口西50米,80,4.382026635,3,6.9,6.7,6.6,16,20,0,越秀区,中山二三路/东山口,1,43,0,0,1,0,0,1,15,852,6.747586527,味道赞（11）干净卫生（5）海鲜棒（4）性价比高（4）上菜快（3）服务热情（3）午餐（7）早餐（5）,0.285714286,0.357142857,0.119047619,0,0.142857143,0.095238095
粥粉面,57071403,天水拉面馆,盘福大街29-4号(近人民北路),55,4.007333185,3.5,7.2,6.8,6.8,20,39.22,1,越秀区,越秀公园,0,25,0,0,0,0,0,1,17,2138,7.667626092,味道赞（8）干净卫生（5）价格实惠（3）性价比高（3）午餐（11）深夜食堂（4）,0.441176471,0.235294118,0.147058824,0,0,0.176470588
粥粉面,77444820,粉霸煌桂林米粉(洛溪店),洛浦街广州奥林匹克花园23号首层,24,3.17805383,3.5,7.9,7.6,7.5,20,83.33,1,番禺区,洛溪,0,13,0,0,1,0,0,1,17,266,5.583496309,味道赞（6）回头客（3）服务热情（3）,0.25,0.5,0,0,0.25,0
粥粉面,66990979,正宗柳州螺蛳粉(解放中路店),解放中路象牙街2号102自编A102a,16,2.772588722,3.5,7.6,7.3,7.4,9,56.25,1,越秀区,中山六路,0,12,0,0,0,0,0,1,13,496,6.206575927,分量足（4）,0,0,0,0,0,1
粥粉面,9046456,纯香潮汕砂锅粥,艺苑南路17号,21,3.044522438,3,7,6.7,7.1,4,19.05,0,海珠区,客村/赤岗,1,9,0,0,0,0,0,1,49,1657,7.412764017,花甲（6）,0,0,0,1,0,0
粥粉面,69815038,有面(燕岗店),工业大道中360号(燕岗地铁站b出口),53,3.970291914,3.5,7.3,7.5,7.3,23,43.4,1,海珠区,工业大道,1,34,0,0,0,0,0,0,19,409,6.013715156,味道赞（8）回头客（5）干净卫生（5）价格实惠（4）性价比高（4）午餐（6）复古（5）早餐（3）,0.35,0.2,0.25,0,0,0.2
粥粉面,3535402,同泰肠粉(西华路店),西华路捶帽新街1号首层(近康王北路),97,4.574710979,3,6.8,6.8,6.5,7,7.22,0,荔湾区,中山七八路,0,37,1,1,0,0,0,0,10,2941,7.986504939,干净卫生（15）味道赞（14）价格实惠（8）服务热情（4）牛肉赞（3）分量足（3）性价比高（3）早餐（11）深夜食堂（6）午餐（5）,0.305555556,0.236111111,0.208333333,0,0.055555556,0.194444444
粥粉面,8044259,李先生加州牛肉面大王(广州白云店),环市西路179号白云城市酒店1楼,155,5.043425117,3,6.7,6.7,6.7,124,80,1,越秀区,火车站/人民北路,0,40,1,1,1,0,0,1,30,1107,7.009408933,服务热情（73）味道赞（41）干净卫生（14）离车站近（14）菜品不错（12）回头客（6）性价比高（4）体验很棒（4）饮品赞（3）,0.035087719,0.32748538,0.081871345,0,0.532163743,0.023391813
粥粉面,73621941,常愉大碗小面(京溪店),京溪路70号,19,2.944438979,3.5,7.2,7.3,7.4,5,26.32,0,白云区,同和/京溪,1,11,0,0,0,0,0,1,16,352,5.863631176,味道赞（4）,0,1,0,0,0,0
粥粉面,82315018,三下江鱼粉,水荫路54号,15,2.708050201,3.5,7.6,7.5,7.6,7,46.67,1,越秀区,越秀区,0,11,0,0,0,0,0,1,20,266,5.583496309,干净卫生（9）味道赞（6）价格适中（3）,0,0.333333333,0.5,0,0,0.166666667
粥粉面,4719382,正宗桂林米粉,体育东路天河南二路30号,26,3.258096538,3.5,7.2,7.1,7.2,9,34.62,1,海珠区,东晓南,0,7,0,0,0,0,0,1,10,2384,7.776535028,味道赞（4）,0,1,0,0,0,0
粥粉面,2439475,聚福肠粉面食坊,赤岗路113-7号(烟厂大门对面),74,4.304065093,3.5,6.8,7.3,7.2,24,35.29,1,海珠区,客村/赤岗,1,30,1,1,0,0,0,1,15,2927,7.981733287,味道赞（17）服务热情（10）价格实惠（5）干净卫生（4）性价比高（3）老字号（13）早餐（10）,0.161290323,0.274193548,0.274193548,0,0.161290323,0.129032258
粥粉面,59281080,明记鱼旦粉,高新科技工业园西侧新景市场16、17、18、19号铺,9,2.197224577,3.5,6.8,7,7.1,3,33.33,0,天河区,天河公园,0,5,0,0,0,0,0,1,67,423,6.047372179,花甲（3）,0,0,0,1,0,0
粥粉面,57917980,柳州螺蛳粉,花地大道北44号,18,2.890371758,3.5,7.2,7,7.2,6,33.33,0,海珠区,工业大道,1,10,0,0,0,0,0,1,11,615,6.421622268,干净卫生（3）午餐（3）,0.5,0,0.5,0,0,0
粥粉面,65746343,第一面(江南西店),江南西路紫山大街2号之二,24,3.17805383,3.5,7.3,7.1,7,10,41.67,1,海珠区,江南西,1,17,0,0,0,0,0,1,14,613,6.418364936,干净卫生（4）味道赞（3）江南风情（6）早餐（4）晚餐（3）,0.35,0.15,0.5,0,0,0
粥粉面,26962759,麒霖潮州鱼蛋粉,天河广利路(银记拉肠附近(银记拉肠附近),24,3.17805383,3.5,7,7.1,7.2,8,33.33,0,天河区,天河城/体育中心,1,11,0,0,0,0,0,1,15,841,6.73459166,干净卫生（5）海鲜棒（3）分量足（3）味道赞（3）,0,0.428571429,0.357142857,0,0,0.214285714
粥粉面,4188977,棒子桂林米粉(车陂店),中山大道83号自编7号(时尚明苑小区经典酒店的斜对面),98,4.584967479,3.5,7.2,6.8,6.8,18,18.37,0,天河区,车陂/东圃,0,25,0,0,1,0,0,1,11,2699,7.900636613,味道赞（19）干净卫生（16）服务热情（6）回头客（5）价格实惠（3）分量少（10）,0.084745763,0.322033898,0.271186441,0,0.101694915,0.220338983
粥粉面,2596297,胡和记面庄(林和东店),林和东路紫荆花园正门141号(群婴会隔壁),100,4.605170186,3,6.7,6.6,6.6,18,20.45,0,天河区,天河北,1,29,3,1,0,0,0,1,14,2946,7.988203597,味道赞（17）回头客（8）干净卫生（7）服务差（8）重口味（6）午餐（5）早餐（4）,0.309090909,0.418181818,0.127272727,0,0.145454545,0
粥粉面,67163828,传统石磨窝篮肠粉,万寿北街源道茶旁,28,3.33220451,3,6.9,6.9,6.9,4,14.29,0,海珠区,滨江路,1,25,0,0,0,0,0,0,12,521,6.255750042,干净卫生（6）价格实惠（3）早餐（3）,0.25,0,0.5,0,0,0.25
粥粉面,2006740,味然香(福今路店),福今路2号(近省气象局),44,3.784189634,3,6.8,6.6,6.4,4,16.67,0,越秀区,环市东,0,10,2,1,0,0,0,1,12,2917,7.97831097,味道赞（8）干净卫生（4）牛肉赞（3）深夜食堂（4）服务差（4）午餐（3）,0.269230769,0.423076923,0.153846154,0,0.153846154,0
粥粉面,90424925,牛状元(东山口店),农林下路9号112号铺,19,2.944438979,3.5,7.2,7.4,7.5,9,47.37,1,越秀区,越秀区,0,5,0,0,1,0,0,1,15,223,5.407171771,味道赞（7）服务热情（4）干净卫生（3）带娃吃饭（3）,0.176470588,0.411764706,0.176470588,0,0.235294118,0
粥粉面,15929193,味先肠粉,中山七路338号(中山七路口),121,4.795790546,3.5,7,7,6.8,22,18.18,0,荔湾区,中山七八路,0,70,1,1,0,0,0,0,12,1420,7.258412151,味道赞（17）干净卫生（15）肉类好（7）服务热情（7）价格实惠（5）上菜快（3）早餐（22）午餐（14）分量少（4）环境一般（3）,0.371134021,0.24742268,0.18556701,0,0.103092784,0.092783505
粥粉面,23658115,孖宝面店(孖宝面店97中分店),晓港中马路136号之17号铺(97中学对面),28,3.33220451,3.5,7.4,6.9,7.2,10,35.71,1,海珠区,新港西路,0,11,0,0,0,0,0,0,10,1239,7.122059882,味道赞（6）早餐（3）老字号（3）,0.25,0.5,0.25,0,0,0
粥粉面,15010331,兰州拉面,共和路,23,3.135494216,3.5,7.1,6.9,7,5,21.74,0,越秀区,五羊新城,0,11,1,1,0,0,0,1,14,1541,7.340186835,干净卫生（3）午餐（3）,0.5,0,0.5,0,0,0
粥粉面,9068708,伟玲,上步村上步花园(近上步小区),24,3.17805383,3.5,7.6,6.5,6.8,12,50,1,白云区,同德围,0,9,0,0,0,0,0,0,11,1726,7.453561872,味道赞（3）午餐（5）早餐（5）,0.769230769,0.230769231,0,0,0,0
粥粉面,3094603,滋味馆食牛人家,山村通津南7号(近山村站),63,4.143134726,3,6.9,6.4,6.6,9,15.25,0,荔湾区,芳村,0,30,1,1,0,0,0,1,16,2917,7.97831097,味道赞（17）干净卫生（6）牛肉赞（4）回头客（3）饮品赞（3）分量足（3）午餐（7）早餐（5）不推荐（3）,0.352941176,0.470588235,0.117647059,0,0,0.058823529
粥粉面,2385859,丰宁面家(人民中路店),人民中路515号,105,4.65396035,3.5,7.3,7,7,19,20.65,0,越秀区,中山六路,0,53,3,1,0,0,0,0,14,2940,7.98616486,味道赞（12）干净卫生（9）价格实惠（8）性价比高（5）回头客（4）肉类好（4）午餐（18）老字号（12）早餐（5）下午茶（4）,0.382716049,0.197530864,0.259259259,0,0,0.160493827
粥粉面,75190297,明珠鲜虾云吞面,迎龙路193号707-08铺(龙洞幼儿园楼下),23,3.135494216,3.5,7.6,7.3,7.4,10,43.48,1,天河区,龙洞/岑村,0,17,0,0,0,0,0,1,13,360,5.886104031,干净卫生（4）,0,0,1,0,0,0
粥粉面,66980354,桥兴传统竹升面,兴东路31号之一,19,2.944438979,3.5,7,7.1,7.1,5,26.32,0,荔湾区,芳村,0,9,0,0,0,0,0,0,11,519,6.251903883,服务热情（4）干净卫生（3）味道赞（3）价格实惠（3）性价比高（3）早餐（4）,0.2,0.15,0.15,0,0.2,0.3
粥粉面,76833637,五谷渔粉(石楼店),石楼镇人民路8号侨城大厦,8,2.079441542,3.5,7.4,7.4,7.3,2,25,0,番禺区,番禺区,0,5,0,0,1,0,0,1,14,331,5.802118375,味道赞（3）,0,1,0,0,0,0
粥粉面,2992189,光记羊肚粥,北桥路99号,13,2.564949357,3.5,7.6,7.1,7.2,4,30.77,0,番禺区,市桥,1,5,0,0,0,0,0,0,37,2511,7.828436359,深夜食堂（5）,1,0,0,0,0,0
粥粉面,2715238,锦新小食店,西华路455号(南海中学对面),72,4.276666119,3.5,7.1,6.2,6.7,11,15.94,0,荔湾区,中山七八路,0,37,2,1,0,0,0,1,10,2921,7.979681302,性价比高（14）味道赞（13）价格实惠（5）牛肉赞（4）服务热情（4）午餐（10）早餐（9）老字号（6）环境一般（5）晚餐（3）,0.301369863,0.232876712,0.150684932,0,0.054794521,0.260273973
粥粉面,44169290,面点王(南沙店),南沙新区环市大道与双山大道交汇处(南沙万达广场3楼内),88,4.477336814,3.5,7.2,7.4,7.3,27,30.68,0,南沙区,金州商业区,0,22,0,0,0,0,0,1,29,708,6.562444094,服务热情（14）味道赞（8）回头客（4）性价比高（3）午餐（5）,0.264705882,0.235294118,0,0,0.411764706,0.088235294
粥粉面,23505467,老西关拉肠,悦成路3号,122,4.804021045,3.5,7.1,7,7,49,40.16,1,荔湾区,芳村,0,28,0,0,0,0,0,1,12,912,6.81563999,味道赞（29）服务热情（12）性价比高（11）干净卫生（8）价格实惠（8）回头客（6）分量足（6）午餐（7）早餐（6）菜品一般（3）,0.197916667,0.333333333,0.083333333,0,0.125,0.260416667
粥粉面,37934239,广记竹升面(从化店),西宁中路华莱士隔壁10米,35,3.555348061,3.5,7.3,7.1,7.6,24,68.57,1,从化区,街口,0,10,0,0,1,0,0,1,7,753,6.624065228,味道赞（9）服务热情（7）,0,0.5625,0,0,0.4375,0
粥粉面,27023790,鲜一味肠粉(盘福店),解放北路863号,116,4.753590191,3,6.7,6.8,6.6,18,15.52,0,越秀区,越秀公园,0,70,0,0,0,0,0,1,17,837,6.72982407,味道赞（14）干净卫生（10）价格实惠（8）回头客（3）午餐（14）早餐（10）晚餐（6）上菜慢（3）肉类差（3）分量少（3）,0.445945946,0.22972973,0.135135135,0,0.040540541,0.148648649
粥粉面,20936491,斗士重庆小面(建设六店),建设六马路47号102铺(近宜安广场),602,6.400257445,3,6.6,7,6.7,205,34.05,0,越秀区,小北/淘金,0,149,4,1,0,0,0,1,32,1129,7.029087564,干净卫生（21）主食赞（13）回头客（12）饮品赞（6）下午茶（18）上菜慢（17）分量少（14）不推荐（9）工作餐（6）朋友聚餐（4）,0.408333333,0.158333333,0.175,0,0.141666667,0.116666667
粥粉面,2941144,刚辉美食店,江南西杏坛大街79号,55,4.007333185,3,6.7,6.5,7,8,14.81,0,海珠区,江南西,1,27,1,1,0,0,0,0,10,2089,7.644440762,价格实惠（5）服务热情（5）分量足（3）味道赞（3）性价比高（3）早餐（7）江南风情（7）午餐（5）复古（3）老字号（3）,0.272727273,0.068181818,0.295454545,0,0.113636364,0.25
粥粉面,61879511,王潮 正宗潮汕粥粉面,南村路21号(鸽皇庄对面),9,2.197224577,3.5,7.4,7.1,7.4,7,77.78,1,海珠区,滨江路,1,5,0,0,0,0,0,1,15,618,6.426488457,回头客（3）深夜食堂（4）,1,0,0,0,0,0
粥粉面,66055748,陕西面馆,车陂西华大街元贝巷3号(卜蜂莲花对面，昊胜大厦旁),16,2.772588722,3.5,7.2,7.1,7.4,7,43.75,1,天河区,天河公园,0,7,2,1,0,0,0,1,17,890,6.791221463,味道赞（3）肉夹馍（5）,0,0.375,0,0.625,0,0
粥粉面,22219112,林师傅牛腩粉,海珠中路33号,56,4.025351691,3,7.1,6.7,6.8,10,17.86,0,越秀区,海珠广场,0,44,0,0,0,0,0,0,14,954,6.860663671,干净卫生（11）味道赞（7）回头客（3）价格实惠（3）早餐（8）体验一般（3）服务一般（3）老字号（3）,0.268292683,0.170731707,0.341463415,0,0.146341463,0.073170732
粥粉面,2987581,日日美食店,荔福路12号之2,42,3.737669618,3.5,7.4,6.8,6.9,8,19.05,0,海珠区,工业大道,1,21,0,0,0,0,0,1,13,2521,7.832410927,味道赞（4）价格实惠（3）性价比高（3）煲仔饭（31）老字号（4）,0,0.088888889,0.088888889,0.688888889,0,0.133333333
粥粉面,69123455,一勺一粉,东风东路城市广场首层,41,3.713572067,3,7.3,7.3,6.9,7,17.07,0,越秀区,越秀公园,0,30,0,0,0,0,0,1,23,452,6.11368218,味道赞（7）回头客（3）干净卫生（3）牛肉赞（3）午餐（5）,0.380952381,0.476190476,0.142857143,0,0,0
粥粉面,77003126,秦粉汉面(五羊新城店),五羊邨寺右新马路131号,60,4.094344562,3.5,7,7.4,7.2,38,63.33,1,越秀区,越秀区,0,39,1,1,1,0,0,1,30,299,5.700443573,味道赞（18）服务热情（14）干净卫生（7）性价比高（6）回头客（5）午餐（11）早餐（4）,0.307692308,0.276923077,0.107692308,0,0.215384615,0.092307692
粥粉面,2824657,味然香(大沙头店),大沙头二马路55号胜佳超市旁(近大沙头总站),71,4.262679877,3,6.9,6.7,6.6,9,13.04,0,越秀区,沿江路/二沙岛,0,22,0,0,0,0,0,1,13,2906,7.974532844,味道赞（10）干净卫生（6）价格实惠（4）回头客（3）服务差（13）午餐（7）早餐（6）,0.326530612,0.204081633,0.12244898,0,0.265306122,0.081632653
粥粉面,2975899,潮汕砂锅粥(天一小区店),东莞庄路120号-18室(聚美店往西方向50米处),24,3.17805383,3.5,7,6.6,6.8,2,8.7,0,天河区,燕岭/五山,0,5,1,1,0,0,0,0,25,2546,7.842278779,味道赞（5）花甲（7）分量少（3）,0,0.333333333,0,0.466666667,0,0.2
粥粉面,20712280,常德米粉,群贤路凯跃大厦1号铺群贤酒店旁,41,3.713572067,3.5,7.5,7.3,7.5,22,53.66,1,番禺区,洛溪,0,5,1,1,1,0,0,1,12,1128,7.028201432,味道赞（18）服务热情（8）回头客（5）,0.161290323,0.580645161,0,0,0.258064516,0
粥粉面,5643793,同泰肠粉(西槎路店),西槎路415号A06号铺(近同德乡车站),37,3.610917913,3.5,7.1,7,7,8,21.62,0,白云区,同德围,0,6,0,0,0,0,0,1,11,2100,7.649692624,干净卫生（6）离车站近（3）味道一般（6）早餐（3）,0.166666667,0.333333333,0.333333333,0,0.166666667,0
粥粉面,27000377,老桂林米粉(名门大厦店),花城大道4号名门大厦(名门大厦),14,2.63905733,3,6.9,6.8,6.9,4,28.57,0,越秀区,五羊新城,0,3,0,0,0,0,0,1,13,1215,7.102499356,味道赞（3）,0,1,0,0,0,0
粥粉面,13729492,银记肠粉店(云景花园店),云景路祥云街7号(近云景花园正门),243,5.493061443,3,6.9,7,6.7,75,30.86,0,白云区,同和/京溪,1,62,1,1,0,0,0,1,18,1591,7.372118028,味道赞（39）性价比高（21）服务热情（19）回头客（9）分量足（6）干净卫生（5）牛肉赞（4）老字号（32）上菜慢（9）不推荐（5）,0.093959732,0.288590604,0.248322148,0,0.187919463,0.181208054
粥粉面,68161671,郭少捞面,金菊路10号,25,3.218875825,3.5,7.1,6.8,7,2,8,0,海珠区,客村/赤岗,1,18,0,0,0,0,0,1,21,469,6.150602768,服务热情（5）干净卫生（4）回头客（3）主食赞（3）味道一般（7）午餐（3）,0.24,0.4,0.16,0,0.2,0
粥粉面,91959694,七个粉,龙口西路40号,21,3.044522438,3.5,6.8,7.4,7.1,2,9.52,0,天河区,天河区,0,21,0,0,0,0,0,0,15,194,5.267858159,味道赞（6）干净卫生（5）,0,0.545454545,0.454545455,0,0,0
粥粉面,8714572,老余潮汕营养砂锅粥,增槎路1098号(广州日报印务中心正对面),12,2.48490665,3.5,7.4,7.3,7.3,10,83.33,1,白云区,同德围,0,4,0,0,1,0,0,1,30,1785,7.487173694,味道赞（4）,0,1,0,0,0,0
粥粉面,10013557,妈打濑粉,宝岗大道松漱前30号1楼,15,2.708050201,3.5,7.3,7.1,7.2,6,40,1,海珠区,工业大道,1,12,0,0,0,0,0,0,5,1652,7.409741954,分量足（5）回头客（3）性价比高（3）早餐（8）,0.578947368,0,0,0,0,0.421052632
粥粉面,26205001,阿明港式餐厅,芦荻街桃源小区南门(新),85,4.442651256,3,6.7,6.4,6.8,22,25.88,0,荔湾区,康王路,0,49,0,0,0,0,0,1,20,844,6.738152495,饮品赞（14）味道赞（10）回头客（6）性价比高（5）午餐（6）,0.292682927,0.585365854,0,0,0,0.12195122
粥粉面,66607982,五谷渔粉,光明路36号,9,2.197224577,3.5,7.4,7.4,7.6,6,66.67,1,天河区,石牌/龙口,1,6,0,0,0,0,0,0,16,521,6.255750042,味道赞（3）,0,1,0,0,0,0
